,TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_NATURAL_INC_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
162,18029,2606,2483,2182,1823,1829,2377,2459,1470,800,6446,11186,65,90,2,240,-535,246,0.9,-30.3,2665,3709,4236,1729,6301,35.4,47.9,45.5,29945,6608,6.1,7.806639403,1.250258724,0.526424726,5.377907145,10.07983708,21.75689464,6,4632,5,107,56.2,7524,44.2,5915,11.2,1501,11.7,1562,20.2,2703,4.9,657,5
163,10673,1201,1327,1172,1142,1413,1486,1462,949,521,9891,364,123,82,4,209,-48,196,-2.2,-2.4,1153,2946,2364,1113,1856,17.8,27.9,26.5,41534,4255,4.2,4.621457782,0.740141515,0.311638532,3.183670917,5.967169627,12.87987889,0,3014,5,109,49.5,4155,33.9,2845,10.6,886,11.1,928,14.4,1212,3.7,312,6
164,23974,3194,3089,3069,2717,2906,3232,2799,2033,935,21362,2020,98,71,9,414,-147,341,-0.3,-5.8,3161,7228,4289,1643,5592,23.7,35.2,33.2,37370,10269,3.8,10.38085158,1.662527187,0.700011447,7.151253308,13.40362828,28.93115493,0,5793,5,111,54.4,9903,38.5,7012,10.3,1871,11.6,2119,14.5,2648,3.7,672,4
165,20049,2416,2599,2095,1988,2264,2652,2842,2156,1037,18778,127,425,207,10,502,-113,155,-2.3,-3.3,2166,5275,4789,1872,3962,20.0,29.7,27.9,39048,8003,4.2,8.681308636,1.390339851,0.585406253,5.98045706,11.20919927,24.19457434,6,5939,5,113,51.1,7904,35.2,5450,12.0,1863,12.3,1911,15.6,2422,4.1,635,6
166,64000,8000,9246,10143,7692,7157,8018,6744,4580,2420,58973,2155,608,806,58,1400,345,3568,3.4,2.1,6117,14318,11064,8860,9647,16.0,20.4,19.0,45788,28998,4.5,27.71229252,4.438213898,1.868721641,19.0906904,35.78177233,77.23341601,11,12757,5,115,48.5,24005,33.9,16777,8.5,4202,9.3,4591,12.5,6208,3.1,1553,5
167,8074,874,887,839,836,904,1192,1134,873,535,6970,949,34,11,6,104,-176,131,-4.0,-17.5,1062,2390,1617,903,1254,15.8,24.1,23.6,43245,3568,3.9,3.496078903,0.559908422,0.235750915,2.408409911,4.514094216,9.743478138,0,2425,5,117,50.6,3271,34.6,2236,11.2,726,11.3,731,15.1,974,4.0,257,6
168,392680,51510,48083,55600,54504,47640,49288,46241,25788,14026,225615,147401,1768,9149,209,8538,-936,8776,3.4,-5.8,25441,69644,80333,90726,64312,16.7,25.9,23.9,49957,189210,3.5,170.0322348,27.23121615,11.46577522,117.1333173,219.5435369,473.8752781,209,79133,5,119,47.0,141823,34.7,104680,7.6,23077,7.6,22960,12.8,38634,3.2,9669,3
169,17948,2335,2295,2116,2107,2034,2346,2203,1546,966,17047,183,110,73,233,302,303,349,-1.7,18.8,2121,4362,4066,1719,3050,17.4,26.5,25.0,37799,7175,4.0,7.771566033,1.24464161,0.524059625,5.35374549,10.03455078,21.6591461,2,4836,5,121,51.6,7062,35.8,4902,10.8,1485,11.6,1594,14.5,1989,3.8,523,6
170,25439,3021,2886,3415,3830,3304,3212,3059,1810,902,11188,13468,200,162,17,404,-499,4098,-0.3,-19.2,3550,7120,5723,1947,7586,35.6,46.0,45.1,33257,8320,5.2,11.01520327,1.764120677,0.742787654,7.588251143,14.22269541,30.69907609,6,5393,5,123,58.9,11803,47.4,9500,9.9,1993,10.3,2071,17.3,3458,4.1,812,5
171,121421,14783,15943,13960,16346,15799,15616,14115,10217,4642,107297,9788,762,1626,84,1864,1752,1430,2.2,12.3,7790,25636,26748,21234,11695,9.7,13.0,11.9,63677,57716,3.1,52.57584797,8.420193276,3.545344537,36.21891749,67.88529029,146.5274782,16,26545,5,125,48.6,45316,32.0,29823,7.9,7365,7.9,7386,10.7,10013,2.9,2667,3
172,10319,1242,1359,1153,1086,1149,1523,1300,1028,479,9389,70,279,338,5,238,-55,79,-1.1,-4.3,1468,2984,1858,631,2054,20.2,30.1,27.2,35826,4380,3.7,4.468174164,0.715592644,0.301302166,3.078075535,5.769251698,12.45268156,0,2606,5,127,50.5,3999,36.2,2868,12.0,952,12.9,1023,16.5,1305,4.2,329,6
173,7958,866,925,732,786,881,1147,1220,904,497,7569,43,125,32,2,187,11,71,-2.4,3.8,902,2622,1562,728,1912,24.3,34.9,33.4,31659,2957,4.3,3.445850373,0.551864159,0.232363857,2.373808035,4.449239753,9.603492572,0,2684,5,129,50.1,3172,33.5,2121,12.5,789,12.9,815,16.0,1016,4.2,266,6
174,127753,16636,16971,17392,16164,15455,16730,14573,8980,4852,104707,8838,3076,6051,269,4812,-112,2275,3.3,-4.1,14230,27083,26577,16641,19527,15.6,23.0,20.8,46843,57075,3.6,55.31763291,8.859299063,3.730231185,38.10770267,71.42544939,154.1687593,69,26807,5,131,49.4,48048,37.6,36558,8.8,8558,9.6,9303,13.8,13439,3.4,3284,3
175,17139,2726,2599,2266,1990,2097,2029,1733,1086,613,15104,711,570,110,188,456,-7,173,7.7,-8.1,2752,3859,2858,1232,3402,20.1,29.5,29.3,44100,5549,4.7,7.421265336,1.188539812,0.500437816,5.112427231,9.582246813,20.68286745,0,3266,5,133,44.7,5481,35.0,4293,9.3,1147,10.0,1230,14.3,1756,3.6,436,6
176,17366,1855,2064,1708,1603,1928,2327,2640,2100,1141,16576,159,174,96,12,349,166,189,-3.4,13.0,2027,5176,3734,1397,3541,20.7,34.4,32.5,36032,5798,4.8,7.519557373,1.204281602,0.507065938,5.180139524,9.709160286,20.95680472,0,5487,5,135,53.4,7361,39.3,5421,13.3,1831,13.7,1885,16.9,2328,4.5,616,6
177,12457,1236,1385,1171,1150,1261,1786,2009,1636,823,11994,54,116,58,5,230,-60,151,-3.8,-1.0,1869,3323,2790,1173,2497,20.3,33.0,31.5,34009,4801,4.5,5.393937936,0.863856727,0.363729148,3.715823911,6.96458653,15.03276036,0,4150,5,137,57.1,5747,40.4,4065,13.3,1342,13.5,1362,16.5,1661,4.5,449,6
178,39126,5171,5102,4550,4669,4627,5248,5038,3036,1685,25071,12869,213,280,22,671,-294,524,-1.7,-5.8,4129,9543,7769,5638,7000,18.2,25.1,23.7,45335,15960,5.6,16.94173683,2.713274327,1.142431296,11.67097426,21.87496288,47.21616617,16,9680,5,139,45.9,13626,35.9,10665,9.3,2764,9.5,2824,14.8,4397,3.7,1096,5
179,16603,1677,1979,1446,1646,1842,2326,2576,1996,1115,15970,106,166,61,4,296,70,189,-6.8,11.0,1741,5387,3412,1730,2685,16.4,26.9,25.2,40486,5921,5.3,7.189174886,1.151369771,0.484787272,4.952542699,9.282574469,20.03603759,0,5519,5,141,50.5,6700,36.7,4872,12.1,1607,12.3,1637,15.8,2097,4.2,552,6
180,236961,32313,35007,44133,33554,27795,25169,20515,12196,6279,205293,8708,3690,6355,6132,6783,4181,8268,7.2,10.5,20771,36295,35712,45385,34741,15.2,16.9,14.4,50893,122569,2.6,102.6051961,16.4325563,6.918971075,70.6835795,132.4825712,285.9579295,61,34691,5,143,42.9,76903,32.3,57892,6.9,12343,7.1,12667,10.1,18103,2.6,4704,3
181,78727,9685,11265,11284,9372,9412,10229,8533,5911,3036,72297,3599,516,669,57,1589,-214,3334,1.1,-3.8,7454,19564,13034,10878,12505,16.6,22.4,20.6,44811,33786,4.4,34.08915083,5.459488524,2.29873201,23.48363724,44.0154936,95.00554909,13,16257,5,145,50.3,30443,37.2,22532,8.5,5173,9.3,5662,12.3,7478,3.1,1891,5
182,6490,781,761,700,639,769,898,936,649,357,4600,1705,37,18,5,125,-110,106,-2.4,-14.4,943,2008,1202,569,1509,23.7,36.4,35.0,34306,2829,4.7,2.810199663,0.450062628,0.189500054,1.935915324,3.628495351,7.831951092,0,1975,5,147,53.5,2713,37.3,1891,11.5,583,12.0,609,17.5,887,4.4,221,6
183,21535,2825,2972,2501,2410,2686,2960,2533,1665,983,20259,422,234,282,16,322,-9,323,2.2,-2.6,2892,5923,3721,1963,3453,16.3,24.8,23.4,41729,8505,4.2,9.324753428,1.493389629,0.628795633,6.423719028,12.0400073,25.98783771,0,4891,5,149,49.3,7983,36.2,5864,10.3,1662,10.6,1713,14.4,2329,3.7,594,5
184,1666753,192141,188940,236999,275770,232199,214392,173977,96108,56227,828966,185930,17973,529210,15870,88804,8622,36417,4.8,0.4,139234,203838,281631,531701,147394,9.0,9.8,9.4,101744,848215,3.0,649.4754788,333.5861792,15.12661846,942.2745642,640.3742265,2476.341207,282,300276,6,1,31.3,414168,23.4,309873,4.7,62250,4.4,58323,9.4,124443,2.5,33226,1
185,1101,80,139,115,90,110,184,218,114,51,770,1,263,22,0,45,-20,24,1.8,-20.7,87,225,237,235,190,17.3,34.7,29.7,55384,547,4.6,0.429021278,0.220355616,0.009992127,0.622434335,0.423009302,1.635786268,0,429,6,3,43.7,397,29.5,268,9.7,89,9.9,90,14.3,130,4.1,37,6
186,39383,3202,3360,3760,4496,4754,5837,6833,4868,2273,35312,1061,913,685,104,1308,832,4398,-3.4,24.6,2864,8461,12198,5997,4130,11.8,13.8,13.7,58515,14706,4.0,15.34618074,7.8821664,0.357420454,22.26460619,15.1311311,58.51241651,6,12967,6,5,44.1,14753,29.1,9739,8.4,2816,8.2,2736,12.1,4054,3.6,1197,6
187,231256,25535,28630,41860,26995,23656,26548,29388,18152,10492,198672,4178,5728,11435,662,10581,2049,5457,0.4,8.5,15823,33611,59196,39260,42016,18.5,20.1,17.9,50945,102712,5.0,90.11239298,46.28388577,2.098764051,130.7372158,88.84962686,343.5834597,43,53616,6,7,40.7,75253,31.6,58474,7.1,13119,7.4,13660,10.7,19770,3.2,5984,4
188,45602,3978,4533,4146,4534,4494,6856,8630,5830,2601,41594,448,884,791,115,1770,-40,493,-3.4,2.6,3332,9557,15239,6474,5454,12.1,17.5,16.7,62984,21351,4.0,17.76950801,9.126845395,0.413860995,25.78042738,17.52049972,67.75215747,0,15872,6,9,39.5,14980,26.6,10076,8.6,3253,8.4,3186,12.2,4613,3.7,1399,6
189,21627,3161,3330,2872,2808,2477,2571,2271,1387,750,19721,270,600,357,128,551,-48,268,9.0,-11.3,4174,3225,4132,2103,2350,11.0,14.1,13.7,57249,10969,12.9,8.427287175,4.328456764,0.196275859,12.22650987,8.309193622,32.13183434,0,4027,6,11,41.2,6484,30.5,4795,7.1,1111,7.1,1121,12.3,1926,3.4,537,6
190,1150215,135747,150421,139695,152889,157236,161025,130920,78627,43655,753341,109696,11706,207246,6723,61503,5352,10611,3.1,1.6,82574,136610,233998,324337,88980,7.8,9.2,8.0,101463,564570,3.2,448.198646,230.2055716,10.43877734,650.2573194,441.9179332,1708.90636,163,231404,6,13,33.7,300047,23.1,205688,5.4,47805,5.2,46118,9.8,87571,2.8,24756,2
191,27828,3219,3167,3509,4064,3237,3581,3787,2169,1095,21808,984,2594,875,55,1512,400,3064,1.0,13.3,3684,6131,6840,2782,5065,20.4,26.6,25.3,48518,9961,5.5,10.84360048,5.569533215,0.252553041,15.73215502,10.69164656,41.3448322,6,6262,6,15,42.9,9425,31.7,6966,8.3,1817,9.1,2004,12.7,2790,3.6,799,5
192,190678,18868,22905,19203,20697,22704,29706,30396,17680,8519,169435,1996,2542,8961,433,7311,1956,1645,-0.6,10.9,9299,28621,51399,45397,15401,8.1,9.0,8.3,81869,91589,3.6,74.30056244,38.16255046,1.730498373,107.7970337,73.25937122,283.2955985,28,49939,6,17,37.1,56675,26.6,40660,6.8,10377,6.6,10133,10.1,15421,3.1,4715,2
193,994400,157876,151278,151181,139138,114384,109615,89484,51600,29844,762683,57839,29536,109851,2739,31752,7858,16963,7.6,0.3,147389,136851,188858,123407,208627,21.3,30.2,29.3,52318,448353,7.5,387.4829781,199.0205487,9.024678158,562.1695756,382.0530881,1477.407688,164,157757,6,19,41.0,292272,33.5,238715,6.7,47503,6.6,47342,12.0,85769,3.3,23776,3
194,28047,4094,4078,3680,3476,3052,3469,3169,1944,1085,25003,382,886,870,51,855,91,317,5.2,-1.9,4426,5058,5956,2484,4271,15.4,18.6,17.9,47365,12779,6.5,10.92893713,5.613364168,0.254540576,15.85596348,10.77578737,41.67020658,0,6019,6,21,40.6,8369,30.6,6302,7.5,1551,7.9,1635,12.1,2494,3.5,717,6
195,136373,14460,16298,22490,17775,15790,15857,18385,10208,5110,113693,1959,8614,3899,456,7752,-154,5545,0.6,-1.7,8878,21615,34073,27380,27002,20.3,23.2,19.9,49471,63027,3.6,53.13979904,27.29387498,1.237653293,77.09649189,52.39513857,202.6131523,32,31200,6,23,35.7,39310,26.2,28870,7.1,7805,7.6,8420,10.3,11402,3.2,3567,5
196,181827,29512,27549,27304,24698,20330,19793,16393,10002,6246,163760,6122,4548,3887,365,3145,253,9052,10.0,-8.7,33928,26758,32850,15802,37014,21.4,30.2,31.0,46633,71055,18.1,70.85163662,36.39109946,1.650171114,102.7932496,69.858776,270.1454221,28,30768,6,25,46.0,59814,36.4,47343,6.8,8852,6.1,7929,14.2,18521,3.8,4881,4
197,17987,2094,1947,1721,2173,1880,2455,2823,1733,1161,14396,210,2426,296,30,629,39,432,-1.0,3.2,1478,3883,4431,3452,2172,12.3,15.1,14.7,53793,8725,3.9,7.008906201,3.599942286,0.163241036,10.16868881,6.910688753,26.72378528,4,5588,6,27,40.8,5836,27.3,3906,8.0,1139,7.7,1102,11.7,1676,3.5,502,6
198,896764,143957,140031,139211,127165,104687,99523,77675,43294,21221,738176,56081,23649,48101,2531,28226,7776,32382,8.0,0.7,139584,147239,159525,85752,177021,20.5,27.4,26.5,51586,386997,8.0,349.4376361,179.4795488,8.138582546,506.9724832,344.5408845,1332.347172,144,130831,6,29,45.8,292189,33.6,214228,6.6,42090,7.1,45020,12.3,78504,3.3,20771,3
199,151366,23256,21654,26099,23433,18660,16232,11602,6634,3796,122615,10978,4803,6836,525,5609,1670,16066,8.8,2.3,24270,23540,32073,12438,25481,18.8,23.2,22.4,58255,57865,7.7,58.98204793,30.2945941,1.373722279,85.57256635,58.15551864,224.8886687,22,20569,6,31,42.5,46947,34.1,37647,6.0,6652,6.3,6984,11.5,12751,3.1,3412,4
200,64382,7550,7157,6693,7197,6829,8928,10336,6668,3024,56154,1320,2830,887,199,2992,220,1124,-1.3,4.8,6872,13951,18247,7324,11689,18.4,26.3,25.1,45086,29116,5.2,25.08741864,12.88549976,0.584298903,36.39742721,24.73586275,95.65412487,8,19092,6,33,43.2,21992,30.0,15268,9.2,4675,9.7,4927,13.5,6847,4.0,2028,5
201,30802,2987,2954,5363,5067,4196,3732,3469,1997,1037,24988,2558,1315,478,278,1185,-321,7640,2.0,-12.5,3853,7444,8396,2697,3653,15.8,15.8,15.4,57705,9899,4.8,12.00246449,6.16475356,0.279543581,17.41346266,11.83427114,45.76338657,0,5929,6,35,38.9,9937,28.7,7329,6.7,1710,7.4,1891,10.2,2608,3.0,762,5
202,10105518,1208253,1239139,1557073,1501844,1350076,1306003,1014325,572530,356275,7151444,906467,145254,1551894,37200,313259,-13241,178334,5.0,-6.3,1460718,1416482,1790808,2177481,1409155,14.2,19.9,19.5,67986,5136341,4.7,3937.767709,2022.531916,91.71263834,5713.007608,3882.586846,15014.04866,2126,1800341,6,37,36.3,2877316,26.5,2097906,5.5,434790,5.5,434075,12.0,952335,3.0,237766,1
203,157672,24084,23384,22306,20918,18691,17774,15988,9742,4785,135594,6703,6978,3927,461,4009,1768,7905,8.3,3.0,27278,24249,31404,14084,30201,20.2,28.5,27.5,53632,61528,7.0,61.43927606,31.55668539,1.430952388,89.13757173,60.57831307,234.2576679,10,28392,6,39,45.3,51784,32.8,37501,7.2,8205,7.6,8657,12.7,14552,3.5,4039,4
204,259666,25636,31476,22566,26073,36185,40421,37427,25714,14168,221914,7321,2558,16847,688,10338,-59,8222,0.5,-0.7,12883,20858,44782,112018,16742,6.6,6.4,5.8,122933,141111,2.4,101.1827785,51.96990124,2.356599033,146.798396,99.76488052,385.7929854,66,72684,6,41,29.6,61566,21.4,44457,6.1,12652,5.4,11266,9.2,19071,2.9,6111,2
205,17471,1536,1550,1817,1767,1653,2594,3222,2211,1121,15617,220,594,301,34,705,34,728,-0.6,2.6,1316,3622,5524,3197,2569,14.9,23.2,21.9,51402,7663,5.3,6.807839008,3.496669354,0.158558077,9.876975719,6.712439162,25.95714976,0,6311,6,43,38.8,5686,26.3,3851,9.1,1327,8.7,1275,12.6,1843,3.8,561,6
206,87606,10365,10228,9423,10359,10207,10981,13534,8602,3907,75494,951,5537,1945,220,3459,-91,1977,1.5,-2.5,8101,15925,22532,15241,15140,17.5,25.5,22.1,51386,39715,3.9,34.13700098,17.53358225,0.795068337,49.5267778,33.65863117,130.1586665,14,24313,6,45,39.0,26895,28.5,19635,8.2,5676,8.5,5888,12.7,8749,3.7,2543,5
207,274765,43740,47052,41926,36810,31673,29795,23046,13374,7349,225371,10929,6913,21743,1053,8756,3425,6696,8.4,4.2,48433,40839,46711,22051,56863,21.2,28.5,27.6,56169,115408,8.3,107.0663319,54.99183534,2.493630022,155.3343961,105.5659863,408.2259889,24,40383,6,47,46.5,90230,36.3,70486,6.6,12913,7.0,13508,12.8,24850,3.4,6602,3
208,8777,932,910,843,898,908,1162,1520,1095,509,7751,119,439,113,29,326,-71,321,-1.9,-6.2,974,2185,2536,1078,1631,19.1,27.2,25.5,45227,3179,7.5,3.420090606,1.756640543,0.079655672,4.961949281,3.372164073,13.04023258,0,3106,6,49,44.0,3110,29.9,2114,10.1,714,10.3,725,14.1,994,4.2,297,6
209,14250,1393,1528,2009,2035,1818,2099,2014,951,403,12879,115,426,314,48,468,15,337,5.8,-4.8,1131,2290,3545,3076,1312,9.3,11.6,11.2,66499,8524,3.8,5.552727713,2.852014098,0.129325889,8.056030222,5.474916036,21.17162063,2,2723,6,51,35.7,4155,27.7,3225,6.1,713,6.3,731,9.6,1112,2.8,328,6
210,435594,63650,62929,61887,60805,53314,50265,43302,24484,14958,360356,15215,11351,29494,2682,16496,117,18086,7.6,-7.4,78816,56133,72422,67157,55614,13.3,19.2,19.0,69665,224057,6.3,169.7357807,87.18036694,3.953233767,246.2567318,167.3572334,647.1740994,27,76257,6,53,37.0,119010,28.1,90415,6.3,20306,6.3,20253,11.2,36143,3.2,10298,3
211,139417,14850,17333,17095,17426,17834,18981,17612,11427,6859,116845,3436,1745,12240,567,4584,-969,5018,0.1,-7.1,14670,17644,31629,34277,11829,8.8,8.9,8.7,85624,74547,2.9,54.32593961,27.90310522,1.265279118,78.81737301,53.56465747,207.1357076,32,33686,6,55,34.7,38332,25.2,27875,6.3,6960,5.9,6530,10.1,11153,3.0,3299,4
212,99696,8919,9875,8796,10804,10748,13917,18652,12140,5845,93094,600,1260,1417,199,3126,193,1176,-1.9,4.0,4386,13945,29692,27754,10171,10.3,13.7,12.8,66681,48870,3.5,38.84805207,19.95329105,0.904791144,56.36168344,38.3036652,148.1211151,10,33612,6,57,36.4,30103,22.1,18260,7.9,6567,7.5,6179,10.6,8799,3.5,2857,5
213,3185968,375647,405046,453720,427482,426230,439796,335974,201400,120673,2278624,67789,32905,681242,12403,113005,6018,44926,5.0,-3.1,320340,368858,604676,857638,330559,10.5,13.3,13.0,89373,1625426,2.9,1241.460548,637.6439053,28.91425565,1801.140666,1224.06367,4733.481111,651,598030,6,59,32.0,795595,21.6,537231,5.5,137712,5.1,126211,10.1,250520,2.7,68201,1
214,393149,45164,50753,41508,48228,51793,53349,48814,34480,19060,331535,7374,4210,31619,1044,17367,7584,3956,1.0,18.5,14403,48289,100446,102345,27596,7.1,7.2,6.8,89175,185213,3.2,153.1964454,78.68536775,3.568024128,222.2610685,151.0496677,584.1123845,70,92327,6,61,30.1,92018,21.8,66644,5.9,18030,5.7,17509,9.0,27480,2.8,8691,2
215,18804,1690,1871,1640,1907,1731,2703,3784,2466,1012,17071,191,591,219,28,704,64,278,-3.9,7.4,874,3638,6528,3390,2317,12.5,19.6,19.0,55079,7848,7.5,7.32726259,3.763457761,0.17065572,10.63056788,7.224583939,27.93762487,0,6935,6,63,37.3,5836,25.8,4033,8.5,1336,8.3,1293,11.9,1864,3.7,573,6
216,2450758,328198,357333,345704,328928,305389,299674,241545,156929,87058,1954479,177121,46871,173695,11005,87587,33534,33324,5.2,8.6,280295,411949,504267,333718,307511,12.7,17.1,16.3,66793,1092371,4.4,954.9748676,490.4979906,22.24185659,1385.500387,941.5925806,3641.159202,351,437180,6,65,38.2,700860,28.8,528374,6.0,110912,6.1,111414,11.7,215186,3.1,57180,1
217,1540975,199957,198773,220523,228253,192362,194261,162670,91664,52512,970616,167528,23734,260762,19726,98609,13257,22158,4.8,3.9,127852,225825,350480,308126,217138,14.3,20.5,20.6,69475,710442,3.8,600.4641815,308.4128017,13.9851201,871.1678015,592.049736,2289.46934,396,279005,6,67,37.0,435403,28.3,333110,5.8,68109,6.0,70125,10.5,123474,2.9,34526,1
218,61537,8382,9125,8227,8463,7839,8110,6221,3349,1821,54070,935,1896,2222,269,2145,1338,289,7.5,14.5,7658,9440,13492,7486,5294,8.6,11.9,11.3,80063,30869,5.1,23.97882142,12.31609765,0.558479103,34.78904784,23.64280057,91.42722938,8,10074,6,69,36.5,16694,28.3,12936,5.6,2562,5.6,2544,10.6,4857,2.9,1332,2
219,2171603,313371,319398,340133,302440,268000,262251,203132,108068,54810,1666544,204553,44935,168410,10339,76822,18400,37611,7.2,1.4,272865,352296,436563,270028,317514,14.9,21.4,20.5,63310,961030,4.0,846.1979059,434.6275348,19.70838512,1227.684168,834.339936,3226.410868,410,330448,6,71,45.3,725284,34.7,554966,5.8,93262,6.0,95615,12.8,204266,3.1,49429,2
220,3343364,409094,404237,538232,504704,417723,412056,341224,197656,118438,2522987,184779,44035,420909,19678,150976,17896,108137,5.6,-0.2,286008,409272,680074,848022,372148,11.5,14.9,15.1,78777,1592193,3.3,1302.792276,669.1453517,30.3427032,1890.122205,1284.535942,4967.328718,570,604412,6,73,34.1,893601,24.1,631650,5.3,139723,5.1,133740,9.6,251137,2.7,70932,1
221,883305,72007,60660,151437,183382,120821,107395,93694,54600,39309,467444,49184,6570,317204,4015,38888,4139,24235,2.6,2.1,79408,84630,131509,394004,87596,10.1,10.9,11.1,110601,575567,2.4,344.1931335,176.7858465,8.016435378,499.3636333,339.3698743,1312.350762,337,179193,6,75,23.9,182564,16.8,128455,4.6,35077,3.8,28886,8.8,67258,2.3,17872,1
222,752660,110359,114972,105966,102200,93439,90114,71729,41463,22418,500416,62512,14881,128220,6012,40619,10144,15023,6.2,7.4,96905,129211,147635,84486,105351,14.3,20.5,20.5,63567,326387,6.0,293.2853362,150.6383811,6.830766555,425.5053829,289.1754599,1118.247859,121,123774,6,77,43.4,238078,33.3,182599,6.3,34534,6.3,34614,12.0,66030,3.1,17092,3
223,284010,27047,35931,46854,32740,29742,34502,39249,24466,13479,252186,5829,3980,11330,530,10155,1172,16232,0.5,3.7,17123,37163,68352,64923,34200,12.7,10.8,10.1,70626,140920,2.9,110.6687858,56.84214203,2.577533029,160.5609223,109.1179581,421.9615421,46,70097,6,79,37.6,87874,27.1,63417,6.3,14743,6.3,14700,9.6,22537,3.0,6945,3
224,769545,87183,85932,97296,116585,106880,104562,86580,51609,32918,462008,21123,6766,231957,11600,36091,737,8815,4.5,-3.5,59339,82174,132756,273630,51830,6.8,7.0,6.4,122930,454875,2.2,299.8648314,154.0177676,6.984006389,435.0510721,295.6627551,1143.334372,131,161619,6,81,32.8,200387,21.5,131400,5.0,30855,4.3,26186,9.5,58053,2.5,15505,2
225,446527,55640,63801,82510,53736,47747,50174,45537,28363,19019,381389,10857,9618,26926,1139,16598,921,19626,4.8,-2.7,52042,49059,80080,92634,54029,12.6,14.7,14.7,75646,216698,3.9,173.9959893,89.36851221,4.052456219,252.4375443,171.5577426,663.4175611,82,86816,6,83,31.5,109649,25.3,87978,5.9,20408,5.7,19989,9.6,33512,2.9,10194,3
226,1937570,231605,237135,278072,302185,270163,252777,186657,109920,69056,1028134,54961,23245,742295,8965,79970,4187,30975,5.6,-3.5,157687,191695,294921,679498,139074,7.3,7.1,6.9,125933,1048804,2.6,755.0034129,387.7878565,17.5844184,1095.377016,744.4233729,2878.701543,313,338720,6,85,28.2,426522,19.1,289010,4.5,67657,3.8,57548,9.5,143158,2.4,35804,1
227,274255,28639,37554,45391,31690,32292,35086,35297,19001,9305,238965,3959,5092,14226,549,11464,-850,14048,2.7,-5.8,24323,28222,54710,71610,32027,12.2,14.5,13.7,84213,142618,4.9,106.8676027,54.88976325,2.489001517,155.046075,105.3700419,407.4682678,22,57232,6,87,28.4,62929,20.9,46273,5.7,12721,5.9,13091,9.2,20316,2.9,6334,3
228,180040,21206,21174,21673,22287,18990,23915,25329,16817,8649,158162,2165,5702,5545,399,8067,501,2834,-0.8,3.7,11606,31314,55236,27995,26919,15.2,18.2,16.6,53908,74215,4.9,70.15530508,36.03344689,1.633953193,101.7829952,69.17220232,267.4904265,81,47900,6,89,36.8,52083,26.6,37627,7.7,10904,8.1,11516,11.2,15832,3.4,4876,4
229,2987,272,245,238,262,297,448,627,413,185,2783,19,75,22,4,84,-22,33,-4.7,-2.7,156,620,1118,436,392,13.3,18.0,17.8,52308,1278,6.0,1.163929662,0.597822183,0.027108521,1.688657002,1.147619242,4.43786883,0,986,6,91,41.5,1039,28.0,702,9.5,239,9.2,231,13.3,335,4.0,101,6
230,43724,4781,4953,4267,4653,4371,5623,7725,5043,2308,37631,647,2226,688,154,2378,-60,576,-2.4,1.1,3181,8118,13330,7163,7396,17.1,24.2,23.6,47560,17410,6.7,17.03771695,8.750979958,0.396817204,24.7187274,16.79896342,64.96196073,4,14018,6,93,40.8,14232,28.4,9918,9.2,3211,9.3,3241,12.9,4500,4.0,1387,6
231,446610,54344,54360,62573,62122,53688,60006,53549,30343,15625,266678,66167,5677,72129,4549,31410,2733,11396,3.4,2.7,36031,69822,115304,78496,34281,7.9,10.2,9.4,82808,209721,3.9,174.0283315,89.38512394,4.053209485,252.4844672,171.5896316,663.5408765,92,90069,6,95,36.1,125524,27.1,94273,5.7,19834,5.6,19582,11.0,38175,2.9,10260,3
232,499942,51841,58528,60663,64748,60711,68685,69886,42717,22163,434068,10269,10951,22794,2025,19835,-3304,10921,0.8,-7.4,42831,67183,123081,124873,48846,9.9,11.7,10.5,81002,262348,2.7,194.8099507,100.0590619,4.537224103,282.6349376,192.0800332,742.7777096,82,124291,6,97,34.4,138277,25.3,101642,6.2,25091,6.3,25187,10.1,40587,3.0,12111,3
233,549815,81339,82006,77981,75205,66308,65496,52992,31085,17403,458862,19001,10916,33424,5073,22539,4548,6458,6.7,1.7,73664,97071,111660,57523,84744,15.6,21.4,20.3,59616,243538,6.4,214.2437184,110.040711,4.989846562,310.8299127,211.2414709,816.8754103,88,92698,6,99,40.8,163760,32.9,131934,6.5,26086,6.9,27606,11.2,44773,3.2,12740,3
