,TOT_POP,0-9,19-Oct,20-29,30-39,40-49,50-59,60-69,70-79,80+,White-alone pop,Black-alone pop,Native American/American Indian-alone pop,Asian-alone pop,Hawaiian/Pacific Islander-alone pop,Two or more races pop,N_POP_CHG_2018,GQ_ESTIMATES_2018,R_NATURAL_INC_2018,R_NET_MIG_2018,Less than a high school diploma 2014-18,High school diploma only 2014-18,Some college or associate's degree 2014-18,Bachelor's degree or higher 2014-18,POVALL_2018,PCTPOVALL_2018,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Civilian_labor_force_2018,Unemployment_rate_2018,Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019),ICU Beds_x,Population Aged 60+,STATE_FIPS,CNTY_FIPS,anycondition_prevalence,anycondition_number,Obesity_prevalence,Obesity_number,Heart disease_prevalence,Heart disease_number,COPD_prevalence,COPD_number,diabetes_prevalence,diabetes_number,CKD_prevalence,CKD_number,Urban_rural_code
2507,157668,15834,17797,18356,17132,20020,22637,21597,15835,8460,149653,3626,583,1232,63,2511,717,2630,-3.2,7.7,15302,39550,33055,25934,25549,16.5,24.6,23.2,46024,70100,3.7,133.8662224,27.76070582,2.678256014,83.53829847,57.89690828,235.2906132,103,44012,47,163,48.3,61499,34.4,43793,9.7,12302,11.5,14645,13.9,17756,3.6,4554,3
2508,187149,23351,24661,22094,24188,25408,25917,21765,13480,6285,165055,14849,739,2752,186,3568,3565,1250,2.4,16.8,12315,38135,39067,33020,16426,8.9,11.7,10.5,66171,98706,2.8,158.8967301,32.95144438,3.179040356,99.15841528,68.72255935,279.2856062,38,36997,47,165,43.5,62241,31.2,44687,7.5,10739,8.7,12518,11.5,16528,2.9,4124,2
2509,61581,7788,8823,7729,7786,7898,8735,6974,4053,1795,48085,11401,291,460,94,1250,270,962,1.5,3.0,5356,15694,12945,6809,7240,12.0,18.5,16.9,60874,27895,4.2,52.28464773,10.84260614,1.046056801,32.62787603,22.61301918,91.89836396,7,11660,47,167,50.3,23366,36.1,16757,7.9,3679,9.7,4514,12.9,5989,3.1,1453,2
2510,11012,1075,1318,1919,2130,1281,1272,1074,665,278,9433,1264,66,49,1,199,157,2579,1.5,12.8,1307,2291,1879,1108,1570,18.6,20.5,18.8,49280,4888,3.3,9.349613368,1.938889898,0.187057331,5.834562135,4.043691516,16.43339316,0,1811,47,169,48.4,4394,36.2,3284,7.3,667,9.6,872,11.8,1069,2.9,259,2
2511,17761,1660,2006,1925,1880,2186,2614,2650,1820,1020,17303,99,92,45,10,212,6,405,-6.5,6.9,2031,5332,3859,1953,2797,16.1,24.1,21.3,43688,7065,4.9,15.07977507,3.127190654,0.301700441,9.410430265,6.521976482,26.50503958,0,5164,47,171,52.7,7611,35.1,5072,11.2,1625,13.0,1879,15.6,2260,3.9,569,4
2512,19688,2240,2422,2257,2233,2434,3079,2673,1672,678,19181,99,100,44,18,246,281,152,-0.9,15.2,3236,6263,2954,1162,3858,19.8,27.5,25.9,40322,7463,4.1,16.7158725,3.466478779,0.334433775,10.43142566,7.229585776,29.38073415,0,4587,47,173,52.8,8132,38.0,5858,10.7,1655,13.9,2140,15.5,2385,3.8,584,3
2513,5765,617,591,615,542,740,809,989,601,261,5590,44,22,14,3,92,57,94,2.4,7.3,855,2115,914,363,918,16.3,27.7,29.2,38265,2046,4.7,4.894707689,1.015047245,0.097928216,3.054508782,2.11695256,8.603206642,0,1717,47,175,55.3,2573,39.2,1825,12.1,562,14.8,690,17.1,796,4.2,195,6
2514,40878,5029,5476,4773,4915,5288,5473,4918,3356,1650,38052,1554,208,337,35,692,188,580,0.3,4.4,5794,11915,6133,3879,9025,22.5,35.3,31.5,42475,16736,3.9,34.70700102,7.197415661,0.694381544,21.65866609,15.01071756,61.00292821,8,9356,47,177,53.0,16595,35.3,11047,10.3,3235,12.9,4040,15.3,4797,3.8,1181,5
2515,128607,13029,15577,20591,14504,15950,16983,15830,10802,5341,117563,5748,566,2076,76,2578,994,4529,-1.2,9.0,9861,24962,23877,28075,18528,14.9,18.0,16.5,49242,59859,3.5,109.1923108,22.64391692,2.184606079,68.14071309,47.22548445,191.9223932,76,29936,47,179,41.9,43675,31.3,32590,8.2,8520,9.5,9865,12.2,12717,3.1,3218,4
2516,16558,1427,1705,2257,2184,2258,2405,2105,1422,795,15204,1061,69,53,5,166,2,2146,-4.7,4.8,2477,5417,2939,1363,3066,21.3,27.6,25.1,38879,6109,4.9,14.0583816,2.915377673,0.281265463,8.773036672,6.080225583,24.70978241,0,4139,47,181,52.0,7147,37.7,5183,10.0,1370,12.1,1663,14.4,1985,3.6,491,6
2517,33415,3518,4364,6010,3362,3662,4213,4012,2687,1587,29746,2559,148,410,14,538,119,1651,-0.7,4.4,3368,8156,5332,4629,6252,19.7,22.3,21.4,42351,16008,4.2,28.37062575,5.883400468,0.567609944,17.70449453,12.27024628,49.86576755,6,8009,47,183,52.9,14271,37.8,10196,9.1,2454,10.8,2912,13.3,3581,3.4,917,5
2518,27107,3189,3295,3100,3072,3304,3735,3695,2445,1272,25879,498,141,109,25,455,363,382,-1.5,15.0,3330,8103,4703,2525,4612,17.3,24.6,22.9,42603,11907,3.7,23.01489008,4.772746864,0.460457961,14.3622844,9.95389992,40.45223286,4,7108,47,185,54.2,11477,39.4,8343,10.6,2243,13.0,2747,15.0,3186,3.8,807,6
2519,231729,30922,38070,21719,27979,35981,32739,24579,13202,6538,205597,10390,634,10925,142,4041,5809,1153,4.7,20.8,6286,19139,32654,83611,8794,3.8,3.5,3.2,115930,123205,2.5,196.7468722,40.80067356,3.936306593,122.778537,85.09267992,345.8130914,28,37356,47,187,35.9,60467,26.8,45196,5.6,9401,5.9,9990,9.0,15171,2.3,3951,2
2520,140625,17612,18861,15432,18479,19696,19734,16380,10149,4282,124544,10215,698,2354,129,2685,4085,1389,3.2,26.2,8013,27216,27862,27857,10888,7.8,9.9,9.0,76507,73090,2.8,119.396057,24.75993388,2.388752011,74.50829098,51.63858694,209.8570571,12,27113,47,189,40.8,43770,30.6,32832,6.9,7415,8.1,8715,11.0,11832,2.8,2969,2
2521,58057,6025,6231,7903,9515,9039,7472,6057,3947,1868,43411,12627,405,540,92,982,-155,14357,-1.8,-0.8,8351,15224,13503,4931,8778,19.8,22.6,20.4,45969,23561,3.1,20.02534332,11.81899808,1.057904501,21.96719479,19.44278788,68.56758463,10,11434,48,1,51.3,24078,42.1,19767,8.4,3964,8.6,4027,13.8,6495,3.4,1584,5
2522,18128,3140,2896,2526,2652,2112,2044,1490,788,480,17081,343,276,140,4,284,497,80,7.6,20.2,2695,3898,2914,1103,1922,10.7,14.0,13.5,84946,9382,2.4,6.252810577,3.690421435,0.330325246,6.859143724,6.070910633,21.40987606,0,2585,48,3,46.7,5867,36.1,4534,6.4,805,6.4,806,11.9,1498,2.8,356,5
2523,87092,12064,12392,11202,10663,10389,10976,9591,6268,3547,70739,13492,661,938,61,1201,-619,2751,2.3,-9.4,10826,18265,18808,9344,15052,17.9,26.7,24.4,46653,36211,4.4,30.04025699,17.72982037,1.586975193,32.95325161,29.16635861,102.8590537,29,18271,48,5,53.3,34525,38.1,24693,9.1,5896,9.1,5901,14.5,9428,3.6,2328,5
2524,23792,2257,2357,2217,2216,2386,3353,3975,3469,1562,22158,406,294,475,22,437,-1655,453,-5.4,-62.1,2742,5392,6066,3936,4642,19.9,34.7,33.5,46912,10314,5.7,8.206468957,4.843474557,0.433533663,9.002247765,7.967735315,28.09928128,0,8314,48,7,51.5,10102,36.1,7083,12.0,2351,10.8,2113,17.2,3376,4.5,880,3
2525,8786,946,1157,891,975,1032,1323,1236,768,458,8370,102,130,46,3,135,0,51,0.2,-0.2,558,2057,2117,1449,922,10.6,14.3,14.4,61190,4184,3.1,3.030515983,1.788616655,0.160096955,3.324384199,2.942355518,10.37660917,0,2350,48,9,45.4,3131,34.4,2373,8.5,587,8.3,572,12.3,846,3.3,225,4
2526,1892,250,223,166,200,223,228,284,206,112,1823,21,28,4,0,16,11,54,1.6,3.2,164,345,576,328,197,10.7,15.3,14.6,57210,926,2.8,0.652599162,0.385165344,0.034475693,0.715881505,0.633614459,2.234525899,0,516,48,11,45.3,659,32.5,473,8.7,127,8.1,118,12.4,180,3.3,48,3
2527,50310,7512,7558,6389,6589,6073,6029,5163,3305,1692,48067,636,661,313,64,569,1241,373,5.6,19.4,7032,12335,7439,4110,7803,15.7,23.9,23.2,50594,21247,3.8,17.35320499,10.24189664,0.916740021,19.03594002,16.84838449,59.41807504,6,9558,48,13,48.9,17891,38.8,14195,7.7,2814,7.0,2568,14.5,5316,3.4,1249,2
2528,29989,3809,4054,3408,3309,3426,4021,4099,2643,1220,26247,2791,239,231,13,468,232,198,2.0,5.8,3402,5906,6086,4740,3031,10.2,16.9,15.5,59942,14015,3.6,10.34397266,6.105033561,0.546454313,11.34702456,10.04305709,35.41818033,0,7305,48,15,44.3,10132,35.6,8138,8.3,1904,8.0,1827,13.2,3028,3.4,771,2
2529,7027,1151,1271,823,819,791,770,690,422,290,6480,153,236,61,9,88,-27,106,13.5,-17.3,1142,1553,932,780,1087,15.8,26.1,24.1,45051,2655,4.4,2.42379192,1.430526888,0.128044765,2.658826288,2.35328161,8.299161465,0,1519,48,17,48.9,2359,37.3,1798,8.4,406,7.7,370,14.7,708,3.6,172,6
2530,22824,1992,2204,1958,2132,2363,3780,4336,2889,1170,21778,240,297,134,10,365,500,308,-2.3,24.2,1781,5301,5626,3970,3016,13.4,22.8,21.6,53008,9920,3.4,7.872581014,4.646413218,0.415894936,8.635982809,7.643560475,26.95603547,0,7519,48,19,49.2,9348,34.4,6540,10.0,1893,9.1,1738,15.0,2853,3.8,720,2
2531,86976,11734,12596,10320,10632,10697,11860,10790,5795,2552,76112,6416,1715,809,125,1799,2167,2348,4.8,20.3,10334,15984,17027,11083,10673,12.6,19.2,18.5,61883,41491,3.4,30.00024563,17.70620558,1.584861461,32.90936036,29.12751121,102.7220532,0,16787,48,21,53.4,34606,40.4,26203,7.9,5150,7.8,5090,13.4,8714,3.2,2104,2
2532,3582,454,439,362,388,375,454,486,365,259,3350,108,30,17,3,74,23,64,-4.5,11.5,290,822,919,498,563,16.1,28.6,26.5,41180,1566,3.3,1.235523361,0.729208384,0.065270578,1.355331687,1.199580863,4.230481908,27,1088,48,23,46.6,1287,34.4,949,9.6,264,8.9,245,13.5,374,3.7,102,6
2533,32587,3763,4080,5623,5457,4436,3660,2820,1775,973,28731,2915,300,209,33,399,-12,7786,3.2,-3.6,5851,7751,6380,2259,6607,26.7,32.0,29.6,41806,9977,5.1,11.24008927,6.633923394,0.593794615,12.33003732,10.91310485,38.4865198,8,5168,48,25,50.7,13037,39.8,10238,7.6,1963,7.2,1854,14.3,3690,3.4,864,5
2534,355642,57710,50828,61850,52881,40457,36991,29388,16953,8584,233979,86621,3800,11586,3140,16516,7791,9482,10.8,11.2,19504,53563,83008,50770,44865,13.0,19.1,18.7,54292,142270,4.1,122.6700165,72.40009156,6.480446327,134.5652908,119.1014342,420.0270929,90,47766,48,27,40.9,105279,34.1,87680,6.0,15353,6.0,15485,11.1,28576,2.8,7075,3
2535,1986049,281600,284659,308094,298637,249508,225144,179542,102918,55947,1675380,169699,24235,65187,4496,47052,27208,42261,7.1,6.7,197870,308714,379838,337748,334215,17.2,23.7,22.0,54210,940900,3.3,685.0390663,404.3114408,36.18943754,751.467097,665.1106571,2345.601441,648,307269,48,29,47.1,696450,37.7,557349,6.6,97014,5.7,84995,13.4,198276,3.1,45733,1
2536,11702,1018,1376,1045,1100,1346,1871,2068,1340,538,11043,192,151,129,11,176,189,23,-1.5,17.7,791,2433,2942,2297,1176,10.1,17.2,15.8,64832,6250,2.6,4.03631892,2.382243581,0.213231797,4.427719542,3.918898733,13.82051906,0,3806,48,31,47.8,4572,33.9,3243,9.2,876,8.4,802,14.0,1335,3.5,338,6
2537,648,68,73,49,61,98,95,86,60,58,617,6,5,1,0,19,-22,0,0.0,-33.4,32,121,148,162,65,10.0,14.5,15.3,66101,349,3.2,0.223511764,0.131917095,0.011807743,0.245185632,0.217009603,0.76531331,0,171,48,33,44.2,228,32.1,166,8.3,43,6.7,35,11.8,61,3.2,17,6
2538,18691,2151,2284,1822,1885,1940,2539,2802,2150,1118,17719,400,162,107,14,289,373,330,-2.3,22.4,1941,4638,4007,2403,2721,14.9,24.0,23.9,48460,8220,3.7,6.447003668,3.805034589,0.340584133,7.07216766,6.259454471,22.07480105,0,5546,48,35,48.9,7171,34.8,5101,10.3,1512,9.8,1435,14.7,2154,3.9,566,6
2539,94324,12323,12203,12639,12489,11592,11815,10536,6938,3789,65743,23939,997,1302,87,2256,347,6203,1.5,2.2,7515,22063,21285,12626,16794,19.1,25.5,23.5,47339,39495,4.9,32.53475865,19.20208028,1.718755432,35.68964434,31.58829295,111.4003282,82,20099,48,37,50.3,36179,39.5,28413,8.3,5952,8.4,6027,13.7,9879,3.4,2465,4
2540,370200,53354,53508,46195,55847,51708,45813,35670,19091,9014,278897,54379,3068,25891,367,7598,7500,10445,6.3,14.2,28305,58155,75317,68439,36342,10.1,13.1,12.9,74225,175989,4.5,127.6914428,75.36374752,6.745719657,140.0736433,123.9767827,437.2206595,16,57101,48,39,43.8,119229,35.7,97195,6.0,16223,5.7,15412,11.5,31365,2.7,7276,2
2541,226758,26826,33993,64644,29894,21931,19593,16149,8867,4861,180444,24936,1529,14907,263,4679,3186,14246,7.4,6.7,15388,22639,30181,47079,49310,23.2,20.2,19.1,50113,116882,2.8,78.21463045,46.1624329,4.131944619,85.79907947,75.93929575,267.8100549,48,26525,48,41,36.1,64988,30.6,55102,5.1,9212,5.3,9493,8.9,16030,2.4,4282,4
2542,9267,987,933,1088,1258,1021,1145,1404,959,472,8597,150,159,126,17,218,-63,44,2.7,-9.2,992,1370,1718,2652,1475,16.0,21.2,20.6,45670,4062,3.4,3.196425178,1.886536597,0.168861653,3.506381558,3.103438263,10.94468896,3,2537,48,43,47.1,3547,35.7,2686,8.8,662,7.3,550,14.3,1074,3.6,274,6
2543,1516,150,172,145,174,180,208,192,186,109,1411,54,12,4,0,35,-2,0,1.3,-2.6,148,366,333,249,245,16.2,24.3,23.4,44409,559,3.9,0.522907151,0.308620857,0.027624287,0.573613299,0.507695307,1.790455213,0,477,48,45,52.1,642,37.5,462,11.0,136,9.8,121,15.9,196,4.2,52,6
2544,7114,1197,1007,946,826,657,779,780,589,333,6881,69,46,80,3,35,-39,52,4.2,-9.8,1240,1139,1033,731,2183,31.0,48.6,49.7,30116,2444,6.5,2.453800444,1.448237979,0.129630064,2.691744729,2.382417158,8.401911863,0,1388,48,47,56.2,2867,43.2,2204,10.6,538,8.1,413,21.2,1080,5.0,254,6
2545,37924,4226,5257,4506,4529,4365,4990,4788,3398,1865,35040,1545,325,306,30,678,54,1670,-1.8,3.3,3564,9180,8006,4972,4778,13.2,21.2,20.2,47097,16152,3.7,13.08095699,7.720407242,0.691044496,14.34941343,12.70042006,44.78972526,12,9428,48,49,48.3,14261,36.2,10688,8.9,2631,8.6,2554,13.5,3997,3.5,1028,5
2546,18389,2220,2262,2020,2016,1974,2679,2673,1554,991,15412,2372,197,75,7,326,321,180,-0.5,18.0,2168,4864,3244,2120,2686,14.8,23.7,22.3,53626,8223,3.6,6.342836149,3.743554709,0.335081142,6.957899048,6.158317279,21.71812725,0,4934,48,51,50.9,7277,38.4,5495,9.2,1310,8.9,1268,14.4,2063,3.6,515,4
2547,47542,5414,5777,5164,5162,5270,6442,7179,4775,2359,44774,1004,567,439,38,720,888,1161,0.4,18.3,3813,9992,10238,8072,5099,11.0,18.6,17.3,56696,23033,2.9,16.39845104,9.678398932,0.86630201,17.98860387,15.92140519,56.14895893,12,12977,48,53,46.5,17381,34.1,12744,8.9,3325,8.4,3129,13.1,4898,3.4,1286,6
2548,43247,5430,6403,6320,5675,5276,5350,4703,2649,1441,38466,2828,673,438,44,798,822,3348,5.2,14.0,5627,9883,7071,3914,5850,14.1,20.7,21.0,52588,19092,3.6,14.91699575,8.804041029,0.788039271,16.36349231,14.48304679,51.07639617,0,7589,48,55,49.8,16400,37.8,12453,7.8,2579,7.7,2524,14.6,4810,3.4,1123,2
2549,21561,2816,2971,2719,2620,2390,2795,2642,1694,914,19208,686,177,1178,11,301,-209,249,2.4,-12.0,2788,4819,4699,2169,3036,14.2,24.0,22.7,52085,11213,4.1,7.436940029,4.38929703,0.392880771,8.158097851,7.220592683,25.46438314,6,4869,48,57,48.0,7841,36.4,5949,8.7,1417,7.8,1267,14.8,2426,3.5,576,5
2550,13994,1654,1772,1411,1636,1630,1965,1956,1252,718,13273,232,112,98,14,265,26,73,-1.7,3.6,1139,3659,3000,1839,1661,12.0,20.2,19.5,50330,6023,3.4,4.826888306,2.84883923,0.254996221,5.294950203,4.686469737,16.52746059,0,3649,48,59,49.3,5346,37.1,4023,9.4,1017,9.2,1002,13.6,1470,3.5,383,4
2551,423908,69797,72550,59508,49609,51452,43712,37485,25001,14794,411451,3504,2825,3383,318,2427,727,3376,8.9,-7.2,80565,63733,58823,42411,117193,27.9,40.2,38.5,38106,166001,6.2,146.2167049,86.29739461,7.72437744,160.3952944,141.963128,500.6519053,104,71392,48,61,50.5,149238,39.1,115484,8.7,25838,7.3,21619,18.0,53095,4.2,12401,3
2552,13033,1920,1863,1609,1389,1370,1634,1659,1033,556,10247,2173,125,125,22,341,159,65,3.9,8.5,1290,2981,2524,1550,2431,18.8,30.5,30.1,43714,4990,4.9,4.495414842,2.653202921,0.237485047,4.931333857,4.364639137,15.39248205,0,3038,48,63,52.1,4991,38.9,3723,9.4,903,9.2,880,15.5,1479,3.8,366,6
2553,6005,715,867,624,710,675,794,814,516,290,5688,53,106,28,3,127,-5,25,-3.5,2.8,258,1160,1389,1225,536,8.9,12.2,10.6,64799,3040,2.8,2.071277996,1.222472458,0.10942206,2.272129196,2.011022636,7.092139547,0,1413,48,65,44.6,2031,33.0,1504,7.8,355,7.2,326,11.3,515,3.0,138,3
2554,30119,3622,3831,3126,3148,3491,4069,4089,3137,1606,24186,5083,201,143,16,490,139,354,-4.0,8.7,3067,9155,5458,3459,6059,20.4,32.0,33.9,44154,12335,5.1,10.38881298,6.131498411,0.548823151,11.39621303,10.08659297,35.57171541,0,8380,48,67,52.0,12120,38.3,8930,10.3,2393,10.3,2402,15.6,3627,4.0,929,6
2555,7665,1175,1222,1044,862,808,847,853,488,366,7183,208,139,54,1,80,-95,70,7.0,-19.6,1234,1518,1265,700,1328,17.5,24.2,23.0,45689,3525,2.9,2.643854428,1.560408225,0.139670289,2.900228191,2.566942299,9.052664384,0,1688,48,69,49.6,2718,38.1,2086,8.7,474,7.6,415,15.2,833,3.7,201,6
2556,42454,6356,6668,5277,6062,5748,5067,4087,2245,944,37140,3612,438,545,49,670,1055,228,7.2,18.0,3250,7445,9378,5489,3593,8.5,10.9,10.1,89513,19157,5.4,14.64346978,8.642605449,0.773589363,16.06344261,14.21747794,50.1398322,0,6340,48,71,44.9,13721,37.2,11372,6.7,2051,7.0,2137,11.3,3449,2.8,864,2
2557,52592,7363,7598,6572,5934,6340,6374,6108,4158,2145,42712,7666,869,290,32,1023,410,2851,3.2,4.6,6989,10640,10483,5708,8623,17.4,24.6,24.1,43483,20979,4.1,18.14032513,10.70645654,0.958322226,19.89938696,17.61260658,62.11320617,0,11992,48,73,52.1,20430,38.2,14983,9.4,3699,9.5,3743,14.9,5847,3.8,1477,5
2558,7291,751,850,1661,1088,749,701,691,516,284,6276,792,71,48,2,102,10,1690,3.3,-1.8,797,1929,1374,858,1180,21.2,25.4,23.0,42291,2950,2.5,2.514852268,1.484270889,0.132855327,2.758716731,2.441692929,8.610955777,0,1464,48,75,48.6,2845,37.1,2170,7.7,450,7.7,453,12.2,713,3.1,184,6
2559,10456,1041,1271,998,1070,1209,1610,1642,1043,572,9933,99,142,54,1,227,-39,70,-3.7,0.2,703,2958,2440,1393,1125,10.9,16.9,15.6,58356,4945,3.2,3.60654167,2.12858818,0.190527403,3.956266923,3.501624094,12.3489444,0,3112,48,77,48.7,4071,34.6,2892,9.5,792,9.2,771,13.5,1125,3.5,294,4
2560,2836,411,442,339,356,286,371,299,191,141,2579,123,84,13,7,30,-17,78,10.9,-16.9,603,577,534,154,609,21.9,31.8,30.2,42873,1115,4.2,0.978208892,0.577340864,0.051677096,1.073065512,0.949751906,3.34942677,0,583,48,79,55.6,1139,42.3,867,10.4,214,9.8,201,17.9,368,4.4,89,6
2561,3370,395,398,331,340,303,467,488,410,238,3186,30,85,5,1,63,67,35,-3.3,23.1,396,867,782,422,469,14.1,21.4,20.6,44804,1454,3.4,1.162399142,0.686050322,0.061407551,1.275116634,1.128583894,3.980101628,0,1085,48,81,49.7,1324,34.8,926,10.8,288,9.8,262,15.2,404,4.0,107,6
2562,8397,917,1033,768,804,924,1184,1297,937,533,7738,272,121,93,3,170,-18,53,-4.9,2.9,1115,2094,1975,957,1604,19.3,30.6,28.2,39484,2960,4.0,2.896339939,1.709425683,0.153008665,3.177197145,2.812082777,9.917184975,0,2576,48,83,51.7,3427,37.2,2467,11.2,740,10.6,701,16.0,1059,4.1,275,6
2563,1005146,133960,151546,117972,147122,162184,132755,87556,50461,21590,704031,105939,7017,159619,966,27574,33753,4394,6.5,27.6,39131,91405,167196,318998,64180,6.4,6.7,6.3,96936,545243,3.3,346.7005483,204.623364,18.31559462,380.3199955,336.6147142,1187.116686,195,135322,48,85,34.5,256993,26.7,198827,5.0,37455,4.6,34176,9.2,68319,2.3,17085,1
2564,2962,432,431,338,349,302,366,358,236,150,2610,182,97,15,0,58,-16,54,2.4,-7.7,479,613,542,369,502,17.3,26.7,23.7,39536,1185,3.2,1.021669513,0.60299141,0.053973046,1.120740496,0.991948218,3.498237692,0,771,48,87,49.6,1084,37.0,808,9.5,208,9.4,206,14.7,321,3.8,82,6
2565,21217,2726,2597,2429,2179,2178,2826,3036,2041,1205,17804,2713,236,155,15,294,-11,329,0.4,-0.9,2651,5218,3794,2673,2845,13.7,21.9,21.1,48258,9680,3.3,7.318285636,4.319266967,0.386612463,8.027937577,7.105390054,25.05810571,4,6209,48,89,48.6,7953,35.9,5879,9.5,1564,8.9,1450,15.1,2465,3.8,621,6
2566,148373,17763,19181,16201,18044,18597,20906,20239,11936,5506,138225,3773,1288,2071,137,2879,7583,1186,2.6,49.6,7102,24400,29250,33117,10498,7.1,10.2,9.8,76523,70132,3.2,51.17764032,30.20514671,2.703626857,56.1403206,49.68883624,175.2343082,12,32206,48,91,40.0,45927,31.4,36015,7.2,8282,6.6,7530,11.4,13102,3.0,3431,2
2567,13534,1602,1701,1392,1336,1468,1831,1868,1520,816,12935,146,178,78,7,190,-13,150,-3.3,2.5,1530,3419,2625,1866,2180,16.4,25.0,23.4,52251,5385,3.6,4.668222548,2.755194379,0.246614181,5.120898674,4.53241971,15.98418262,0,4297,48,93,49.1,5170,35.5,3739,10.3,1086,9.6,1010,15.0,1576,3.9,410,6
2568,4276,228,342,621,756,814,523,471,340,181,4005,122,27,58,7,57,-35,1629,-3.3,-4.7,1133,841,659,357,702,26.6,25.7,24.0,40987,1120,3.6,1.474901701,0.870489963,0.077916524,1.617922472,1.431995469,5.050123015,0,883,48,95,51.0,1923,38.8,1462,8.9,335,8.1,304,15.0,563,3.5,132,6
2569,40574,5332,5264,5130,4605,4427,5430,5347,3330,1709,37371,1381,560,464,21,777,590,631,3.8,10.9,3683,8382,9098,5471,5914,14.8,24.9,25.3,52047,19182,3.1,13.99500973,8.259883014,0.739332332,15.35210158,13.58788217,47.91947877,5,9693,48,97,46.8,14449,35.6,10996,8.5,2615,8.4,2594,12.8,3947,3.3,1017,5
2570,74808,10093,8780,15328,12752,9746,7277,5672,3539,1621,55029,13248,856,1608,725,3342,-75,12095,6.1,-7.1,5609,13217,21029,7402,9407,15.0,20.1,19.0,48099,24402,4.1,25.8031914,15.22909569,1.363138293,28.30531905,25.0525531,88.3511699,4,9667,48,99,43.5,25149,33.3,19232,5.8,3358,6.6,3783,10.3,5948,2.6,1508,3
2571,1389,159,186,116,159,131,194,202,158,84,1199,152,6,1,2,29,8,0,0.7,5.1,222,340,313,158,293,21.2,40.1,35.7,38304,529,4.3,0.479101605,0.282766735,0.025310115,0.525559942,0.465164104,1.640463252,0,465,48,101,56.9,608,40.5,433,12.6,135,12.3,131,19.2,206,4.9,53,6
2572,4794,786,760,641,610,566,599,437,232,163,4419,175,70,44,7,79,81,87,9.5,7.8,668,885,974,359,475,10.1,13.6,13.1,61987,1796,3.8,1.653573141,0.975942209,0.08735543,1.813919628,1.605469195,5.661901247,0,798,48,103,45.7,1547,36.0,1219,6.7,226,6.2,211,12.7,432,3.0,102,6
2573,3499,483,457,380,428,420,453,446,295,137,3290,57,80,26,3,43,-56,40,1.1,-17.0,508,822,731,338,529,15.3,23.4,22.7,49117,1645,3.0,1.206894539,0.712311595,0.063758166,1.323926737,1.17178488,4.132455666,0,907,48,105,49.5,1307,38.3,1012,8.3,219,7.0,185,15.6,413,3.6,96,6
2574,5779,808,882,660,680,600,700,683,485,281,5344,225,67,15,4,124,-93,62,1.5,-17.7,895,1348,1030,480,1349,23.7,37.1,36.0,37911,2566,4.5,1.993324819,1.176464335,0.105303927,2.186616923,1.935337188,6.82522472,0,1379,48,107,53.1,2252,39.9,1693,10.3,436,9.4,400,17.4,739,4.3,181,3
2575,2204,270,276,284,233,216,300,297,194,134,2014,23,50,44,1,72,-33,12,8.1,-23.4,517,598,324,142,444,20.3,32.7,33.3,42164,979,3.2,0.760215937,0.448680982,0.040160903,0.833933846,0.738100565,2.603010085,0,586,48,109,57.0,972,44.8,763,12.0,205,10.2,174,22.0,374,5.2,88,6
2576,7200,1262,1194,952,953,848,841,625,347,178,6657,172,166,83,12,110,-11,39,15.4,-17.1,1348,1161,1273,597,867,12.1,18.1,16.9,50587,4075,2.0,2.483464042,1.465745495,0.131197141,2.724284798,2.411217815,8.503481222,0,1139,48,111,47.4,2336,36.8,1813,7.3,360,7.5,372,12.7,628,3.1,152,6
2577,2637772,386756,370861,411693,399106,339877,314560,232267,120425,62227,1758250,619411,28609,177748,2945,50809,14973,32325,8.8,-3.1,351441,372587,418128,506554,368310,14.2,20.7,20.4,59838,1359225,3.7,909.834988,536.9864479,48.06502007,998.061411,883.367061,3115.31176,614,377154,48,113,42.1,820238,35.7,695465,6.3,123684,6.3,122040,11.6,226524,3.1,59528,1
2578,12619,1782,1801,2006,1770,1367,1349,1200,842,502,11352,769,155,135,17,191,-147,1347,3.4,-15.0,2256,3029,1955,1037,2575,22.9,29.9,28.1,43726,4590,4.3,4.352615659,2.568922555,0.229941211,4.774687481,4.225994113,14.90353188,0,2510,48,115,53.3,5005,41.2,3868,9.2,866,8.8,825,16.2,1522,3.9,369,5
2579,18760,3222,3169,2660,2240,2144,1989,1793,910,633,17716,380,327,119,13,205,-91,348,9.1,-13.9,2994,3797,2959,1350,3232,17.5,25.3,24.7,44230,8474,2.8,6.470803532,3.819081317,0.341841439,7.09827539,6.282561975,22.15629274,0,3234,48,117,48.4,6265,39.0,5045,7.6,987,7.0,904,14.5,1870,3.4,442,5
2580,5349,700,668,566,596,594,691,765,546,223,4667,358,124,35,3,162,63,53,2.1,10.0,513,1208,1085,759,908,17.2,26.0,25.8,44410,2460,3.4,1.845006828,1.088926757,0.097468543,2.023916581,1.791333902,6.317377925,0,1497,48,119,50.9,2090,37.1,1524,10.1,417,10.1,415,14.8,608,3.8,158,6
